"filename", "language", "Go", "JavaScript", "CSS", "HTML", "Markdown", "Makefile", "XML", "comment", "blank", "total"
"/Users/jianglind/Desktop/code/seaweedfs/weed/s3api/AmazonS3.xsd", "XML", 0, 0, 0, 0, 0, 0, 619, 0, 73, 692
"/Users/jianglind/Desktop/code/seaweedfs/weed/s3api/auth_credentials.go", "Go", 315, 0, 0, 0, 0, 0, 0, 3, 37, 355
"/Users/jianglind/Desktop/code/seaweedfs/weed/s3api/auth_credentials_subscribe.go", "Go", 33, 0, 0, 0, 0, 0, 0, 0, 10, 43
"/Users/jianglind/Desktop/code/seaweedfs/weed/s3api/auth_credentials_test.go", "Go", 64, 0, 0, 0, 0, 0, 0, 53, 12, 129
"/Users/jianglind/Desktop/code/seaweedfs/weed/s3api/auth_signature_v2.go", "Go", 299, 0, 0, 0, 0, 0, 0, 82, 47, 428
"/Users/jianglind/Desktop/code/seaweedfs/weed/s3api/auth_signature_v4.go", "Go", 495, 0, 0, 0, 0, 0, 0, 178, 99, 772
"/Users/jianglind/Desktop/code/seaweedfs/weed/s3api/auto_signature_v4_test.go", "Go", 310, 0, 0, 0, 0, 0, 0, 62, 50, 422
"/Users/jianglind/Desktop/code/seaweedfs/weed/s3api/chunked_reader_v4.go", "Go", 278, 0, 0, 0, 0, 0, 0, 86, 50, 414
"/Users/jianglind/Desktop/code/seaweedfs/weed/s3api/custom_types.go", "Go", 2, 0, 0, 0, 0, 0, 0, 0, 2, 4
"/Users/jianglind/Desktop/code/seaweedfs/weed/s3api/filer_multipart.go", "Go", 246, 0, 0, 0, 0, 0, 0, 5, 47, 298
"/Users/jianglind/Desktop/code/seaweedfs/weed/s3api/filer_multipart_test.go", "Go", 41, 0, 0, 0, 0, 0, 0, 0, 10, 51
"/Users/jianglind/Desktop/code/seaweedfs/weed/s3api/filer_util.go", "Go", 72, 0, 0, 0, 0, 0, 0, 0, 28, 100
"/Users/jianglind/Desktop/code/seaweedfs/weed/s3api/filer_util_tags.go", "Go", 83, 0, 0, 0, 0, 0, 0, 0, 23, 106
"/Users/jianglind/Desktop/code/seaweedfs/weed/s3api/http/header.go", "Go", 34, 0, 0, 0, 0, 0, 0, 20, 10, 64
"/Users/jianglind/Desktop/code/seaweedfs/weed/s3api/policy/post-policy.go", "Go", 238, 0, 0, 0, 0, 0, 0, 59, 25, 322
"/Users/jianglind/Desktop/code/seaweedfs/weed/s3api/policy/post-policy_test.go", "Go", 241, 0, 0, 0, 0, 0, 0, 88, 50, 379
"/Users/jianglind/Desktop/code/seaweedfs/weed/s3api/policy/postpolicyform.go", "Go", 204, 0, 0, 0, 0, 0, 0, 50, 23, 277
"/Users/jianglind/Desktop/code/seaweedfs/weed/s3api/policy/postpolicyform_test.go", "Go", 70, 0, 0, 0, 0, 0, 0, 28, 9, 107
"/Users/jianglind/Desktop/code/seaweedfs/weed/s3api/s3_constants/s3_actions.go", "Go", 8, 0, 0, 0, 0, 0, 0, 0, 2, 10
"/Users/jianglind/Desktop/code/seaweedfs/weed/s3api/s3api_auth.go", "Go", 69, 0, 0, 0, 0, 0, 0, 11, 13, 93
